"EMM_ENTY_SRNO","EMM_MKT_SRNO","EMM_TRDNG_MTHD_SRNO","EMM_RCRD_SRNO","EMM_MKT_MAKING_TYPE_INDC","EMM_ELGBLT_FROM_DATE","EMM_ELGBLT_TO_DATE","EMM_MKT_MAKING_STATUS_INDC","EMM_CRTD_USER_ID","EMM_CRTD_DATE","EMM_UPDTD_USER_ID","EMM_UPDTD_DATE"
"648000","4","2","1","1","2016-1-29","9998-12-31","1","CFETS","2016-1-29 15:46:16","CFETS","2016-1-29 15:46:16"
"901408","4","2","1","1","2016-1-29","9998-12-31","1","yao","2016-1-29 16:30:41","yao","2016-1-29 16:30:41"
"100009","6","2","1","1","2014-11-18","9998-12-31","1","fujiangtao","2014-11-18 15:21:56","fujiangtao","2014-11-18 15:21:56"
"901126","4","2","1","1","2014-11-22","9998-12-31","1","yujian","2014-11-22 15:40:06","yujian","2014-11-22 15:40:06"
"100011","6","2","1","1","2014-11-18","2015-1-12","1","fujiangtao","2014-11-18 15:21:32","fujiangtao","2014-11-21 14:43:06"
"901126","6","2","1","1","2014-11-22","9998-12-31","1","yujian","2014-11-22 15:40:06","yujian","2014-11-22 15:40:06"
"100011","4","2","1","1","2014-11-25","9998-12-31","1","mscfyw2","2014-11-25 11:44:23","acc1","2015-1-7 11:12:31"
"901132","4","2","1","1","2014-12-30","2100-1-4","1","acc1","2014-12-30 14:40:45","cw001","2015-3-18 16:42:56"
"901132","6","2","1","1","2014-12-30","2100-1-4","1","acc1","2014-12-30 14:40:45","cw001","2015-3-18 16:42:56"
"901134","4","2","1","2","2014-12-30","9998-12-31","1","acc1","2014-12-30 14:41:39","cw001","2014-12-30 17:13:39"
"901134","6","2","1","1","2014-12-30","9998-12-31","1","acc1","2014-12-30 14:41:39","acc1","2014-12-30 14:41:39"
"901091","4","2","1","1","2015-1-29","9998-12-31","1","msczy1","2015-1-30 10:56:23","msczy1","2015-1-30 10:56:23"
"901187","4","2","1","1","2015-3-9","9998-12-31","1","bzwang","2015-3-9 17:23:06","bzwang","2015-3-9 17:23:06"
"901186","4","2","1","1","2015-3-9","9998-12-31","1","bzwang","2015-3-9 17:14:08","bzwang","2015-3-9 17:14:08"
"102265","4","2","1","1","2015-10-26","9998-12-31","1","msclys","2015-10-26 9:50:59","msclys","2015-10-26 9:50:59"
"102265","6","2","1","1","2015-10-26","9998-12-31","1","msclys","2015-10-26 9:50:59","msclys","2015-10-26 9:50:59"
"500001","4","2","1","1","2015-3-17","9998-12-31","1","Zhumsc01","2015-3-17 10:34:26","Zhumsc01","2015-3-17 10:34:26"
"901214","4","2","1","1","2015-3-27","9998-12-31","1","wangxiaoyun","2015-3-27 10:12:52","wangxiaoyun","2015-3-27 10:12:52"
"901141","4","2","1","1","2015-4-10","9998-12-31","1","cw003","2015-4-10 10:42:57","cw003","2015-5-7 11:15:47"
"901141","6","2","1","1","2015-4-10","9998-12-31","1","cw003","2015-4-10 10:42:57","cw003","2015-4-10 10:42:57"
"901261","4","2","1","1","2015-5-11","9998-12-31","1","huyan1","2015-5-11 17:25:14","huyan1","2015-5-11 17:25:14"
"403231","4","2","1","1","2015-6-12","9998-12-31","1","cw001","2015-6-12 16:05:31","cw001","2015-6-12 16:05:31"
"403233","4","2","1","1","2015-6-12","9998-12-31","1","cw001","2015-6-12 16:05:51","cw001","2015-6-12 16:05:51"
"403239","4","2","1","1","2015-6-12","9998-12-31","1","cw001","2015-6-12 16:06:04","cw001","2015-6-12 16:06:04"
"403244","4","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:28:36","msclys","2015-6-13 17:28:36"
"403244","6","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:28:36","msclys","2015-6-13 17:28:36"
"403274","4","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:29:20","msclys","2015-6-13 17:29:20"
"403274","6","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:29:20","msclys","2015-6-13 17:29:20"
"403279","4","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:29:53","msclys","2015-6-13 17:29:53"
"403279","6","2","1","1","2015-6-13","9998-12-31","1","msclys","2015-6-13 17:29:53","msclys","2015-6-13 17:29:53"
"403269","4","2","1","1","2015-6-15","9998-12-31","1","3131","2015-6-15 10:20:12","3131","2015-6-15 10:20:12"
"110110","4","2","1","1","2015-6-15","9998-12-31","1","msczyh","2015-6-15 11:28:14","msczyh","2015-6-15 11:28:14"
"487451","4","2","1","1","2015-6-17","9998-12-31","1","msczj1","2015-6-17 9:28:03","msczj1","2015-6-17 9:28:03"
"403317","4","2","1","1","2015-6-19","9998-12-31","1","cw001","2015-6-19 14:25:43","cw001","2015-6-19 14:25:43"
"403290","4","2","1","1","2015-6-19","9998-12-31","1","msclys","2015-6-19 15:36:00","msclys","2015-6-19 15:36:00"
"403290","6","2","1","1","2015-6-19","9998-12-31","1","msclys","2015-6-19 15:36:00","msclys","2015-6-19 15:36:00"
"403292","4","2","1","1","2015-6-19","9998-12-31","1","msclys","2015-6-19 15:36:37","msclys","2015-6-19 15:36:37"
"403292","6","2","1","1","2015-6-19","9998-12-31","1","msclys","2015-6-19 15:36:37","msclys","2015-6-19 15:36:37"
"403327","4","2","1","1","2015-6-30","9998-12-31","1","cw002","2015-6-30 15:39:54","cw002","2015-6-30 15:39:54"
"403328","4","2","1","1","2015-6-30","9998-12-31","1","cw002","2015-6-30 16:32:56","cw002","2015-6-30 16:32:56"
"403237","4","2","1","2","2015-6-15","9998-12-31","1","mscwwy","2015-7-10 10:28:44","mscwwy","2015-7-10 10:28:44"
"100017","4","2","1","1","2015-7-22","9998-12-31","1","mscwwy","2015-7-22 13:47:23","mscwwy","2015-7-22 13:47:23"
"100034","4","2","1","2","2015-9-11","9998-12-31","1","mscwwy","2015-9-11 10:34:23","mscwwy","2015-9-11 10:34:23"
"901320","6","2","1","2","2015-9-15","9998-12-31","1","mscqym","2015-9-15 10:23:13","mscqym","2015-9-15 10:23:13"
"901176","4","2","1","2","2015-9-15","9998-12-31","1","mscqym","2015-9-15 11:11:29","mscqym","2015-9-15 11:11:29"
"403269","6","2","1","1","2015-11-10","9998-12-31","1","3131","2015-11-10 14:11:03","3131","2015-11-10 14:11:03"
"403270","4","2","1","1","2015-11-10","9998-12-31","1","3131","2015-11-10 14:11:51","3131","2015-11-10 14:11:51"
"100223","4","2","1","1","2015-12-25","9998-12-31","1","mscxch","2015-12-25 14:07:56","mscxch","2015-12-25 14:07:56"
"100096","6","2","1","1","2015-12-25","9998-12-31","1","mscxch","2015-12-25 14:50:09","mscxch","2015-12-25 14:50:09"
"100223","6","2","1","1","2015-12-25","9998-12-31","1","mscxch","2015-12-25 14:51:21","mscxch","2015-12-25 14:51:21"
"403341","4","2","1","1","2016-1-25","9998-12-31","1","3131","2016-1-25 14:45:23","3131","2016-1-25 14:45:23"
"507975","4","2","1","1","2016-1-25","9998-12-31","1","msclys","2016-1-25 15:22:48","msclys","2016-1-25 15:22:48"
"901406","4","2","1","1","2016-1-29","9998-12-31","1","yao","2016-1-29 16:31:00","yao","2016-1-29 16:31:00"
"901412","4","2","1","1","2016-2-14","9998-12-31","1","zjzb1","2016-2-15 16:00:10","zjzb1","2016-2-15 16:00:10"
"100221","4","2","1","1","2014-6-5","9998-12-31","1","mscldx","2016-2-19 15:14:35","mscldx","2016-2-19 15:14:35"
"222444","4","2","1","1","2016-2-19","9998-12-31","1","zgy01","2016-2-19 15:59:48","zgy01","2016-2-19 15:59:48"
"102316","4","2","1","1","2010-7-15","9998-12-31","1","mscwhm","2016-2-23 9:04:43","mscwhm","2016-2-23 9:04:43"
"901382","4","2","1","1","2016-2-23","9998-12-31","1","mschjc","2016-2-23 14:32:26","mschjc","2016-2-23 14:32:26"
"901383","4","2","1","1","2016-2-23","9998-12-31","1","mschjc","2016-2-23 14:32:48","mschjc","2016-2-23 14:32:48"
"333666","4","2","1","1","2016-2-23","9998-12-31","1","zgy01","2016-2-23 15:57:28","zgy01","2016-2-23 15:57:28"
"901438","4","2","1","1","2016-2-27","9998-12-31","1","zjzb1","2016-2-27 13:42:18","zjzb1","2016-2-27 13:42:18"
"901434","4","2","1","1","2016-2-23","9998-12-31","1","yao","2016-2-23 16:07:57","yao","2016-2-23 16:07:57"
"102296","4","2","1","1","2016-3-1","9998-12-31","1","yao","2016-3-1 17:59:57","yao","2016-3-1 17:59:57"
"901436","4","2","1","1","2016-2-26","9998-12-31","1","mscldx","2016-2-26 9:35:22","mscldx","2016-2-26 9:35:22"
"301449","4","2","1","1","2016-2-19","9998-12-31","1","yao","2016-3-1 18:01:02","yao","2016-3-1 18:01:02"
"901437","4","2","1","1","2016-3-1","9998-12-31","1","yao","2016-3-1 18:01:42","yao","2016-3-1 18:01:42"
"901397","4","2","2","1","2016-3-2","9998-12-31","1","yao","2016-3-2 10:12:33","yao","2016-3-2 10:12:33"
"901119","4","2","1","1","2014-11-11","9998-12-31","1","wtest06","2014-11-11 19:51:49","test15","2014-11-21 18:05:30"
"901120","4","2","1","1","2014-11-11","9998-12-31","1","wtest06","2014-11-11 19:58:01","test15","2014-11-21 18:04:55"
"901120","6","2","1","1","2014-11-11","9998-12-31","1","wtest06","2014-11-11 19:58:01","wtest06","2014-11-11 19:58:01"
"901125","4","2","1","1","2014-11-21","9998-12-31","1","yujian","2014-11-21 16:57:22","yujian","2014-11-21 16:57:22"
"901125","6","2","1","1","2014-11-21","9998-12-31","1","yujian","2014-11-21 16:57:22","yujian","2014-11-21 16:57:22"
"901119","6","2","1","1","2014-11-21","9998-12-31","1","test15","2014-11-21 18:04:30","test15","2014-11-21 18:04:30"
"100124","4","2","1","1","2014-12-9","9998-12-31","1","fujiangtao001","2014-12-9 18:00:06","fujiangtao001","2014-12-9 18:00:06"
"100008","6","2","1","1","2014-12-12","9998-12-31","1","fujiangtao","2014-12-12 16:46:33","fujiangtao","2014-12-12 16:46:33"
"901154","4","2","1","1","2015-1-8","9998-12-31","1","msczj01","2015-1-8 19:03:24","msczj01","2015-1-8 19:03:24"
"901157","4","2","1","2","2015-1-8","9998-12-31","1","msczj01","2015-1-8 19:12:20","msczj01","2015-1-8 19:12:20"
"100322","4","2","1","1","2015-10-27","9998-12-31","1","msclys","2015-10-27 16:29:29","msclys","2015-10-27 16:29:29"
"102206","4","2","1","1","2015-11-4","2015-11-27","1","msczw","2015-11-4 10:03:52","msczw","2015-11-4 10:03:52"
"403349","4","2","1","1","2015-11-20","9998-12-31","1","mscxyg","2015-11-20 9:57:06","mscxyg","2015-11-20 9:57:06"
"901133","4","2","1","1","2015-1-9","9998-12-31","1","Harry","2015-1-9 16:37:55","Harry","2015-1-9 16:37:55"
"122322","4","2","1","1","2015-1-18","9998-12-31","1","3130","2015-1-19 9:51:18","3130","2015-1-19 9:51:18"
"122322","6","2","1","2","2015-1-18","9998-12-31","1","3130","2015-1-19 9:51:18","3130","2015-1-19 9:51:18"
"344544","4","2","1","1","2015-1-18","9998-12-31","1","3130","2015-1-19 9:52:51","3130","2015-1-19 9:52:51"
"133331","4","2","1","1","2015-1-18","9998-12-31","1","3130","2015-1-19 9:55:19","3130","2015-1-19 9:55:19"
"252252","4","2","1","2","2015-1-18","9998-12-31","1","3130","2015-1-19 10:01:14","haiqinwu","2015-4-29 18:20:24"
"201614","4","2","1","1","2016-2-25","9998-12-31","1","zhouyi","2016-2-25 9:51:44","zhouyi","2016-2-25 9:51:44"
"623456","4","2","1","1","2015-3-3","2015-3-3","1","mscln","2015-3-3 11:26:09","mscln","2015-3-3 11:26:09"
"901192","4","2","1","1","2015-3-10","9998-12-31","1","tonow1","2015-3-11 9:51:36","tonow1","2015-3-11 9:51:36"
"901193","4","2","1","1","2015-3-10","9998-12-31","1","tonow1","2015-3-11 9:52:10","tonow1","2015-3-11 9:52:10"
"403350","4","2","1","1","2015-11-20","9998-12-31","1","mscxyg","2015-11-20 9:57:22","mscxyg","2015-11-20 9:57:22"
"101915","4","2","1","1","2015-11-2","9998-12-31","1","msclxm","2015-11-26 10:53:08","msclxm","2015-11-26 10:53:08"
"901197","4","2","1","1","2015-3-16","9998-12-31","1","testMSC01","2015-3-16 14:11:53","testMSC01","2015-3-16 14:11:53"
"901197","6","2","1","1","2015-3-16","9998-12-31","1","testMSC01","2015-3-16 14:11:53","testMSC01","2015-3-16 14:11:53"
"901198","4","2","1","1","2015-3-16","9998-12-31","1","testMSC01","2015-3-16 14:12:44","testMSC01","2015-3-16 14:12:44"
"901198","6","2","1","2","2015-3-16","9998-12-31","1","testMSC01","2015-3-16 14:12:44","testMSC01","2015-3-16 14:12:44"
"901135","4","2","1","1","2015-2-18","2100-12-31","1","cw001","2015-3-18 16:11:56","cw001","2015-3-18 16:45:35"
"901135","6","2","1","1","2015-3-18","9998-12-31","1","cw001","2015-3-18 16:46:06","cw001","2015-3-18 16:46:06"
"901143","4","2","1","1","2015-3-23","2015-6-2","1","feicw1","2015-3-23 11:13:41","feicw1","2015-3-23 11:13:41"
"901144","4","2","1","1","2015-3-23","9998-12-31","1","feicw1","2015-3-23 11:13:55","feicw1","2015-3-23 11:13:55"
"901163","6","2","1","1","2015-3-23","9998-12-31","1","haiqinwu","2015-3-23 14:18:10","haiqinwu","2015-3-23 14:18:10"
"120012","6","2","1","1","2015-3-23","9998-12-31","1","haiqinwu","2015-3-23 14:18:53","haiqinwu","2015-3-24 17:41:33"
"152352","6","2","1","2","2015-3-25","9998-12-31","1","haiqinwu","2015-3-25 15:22:45","haiqinwu","2015-3-25 15:22:45"
"901195","4","2","1","1","2015-4-2","9998-12-31","1","smileyao","2015-4-2 16:47:52","smileyao","2015-4-9 13:53:27"
"901127","4","2","1","1","2015-4-29","9998-12-31","1","mscldx","2015-4-29 16:17:11","mscldx","2015-4-29 16:17:11"
"901128","4","2","1","1","2015-4-29","9998-12-31","1","mscldx","2015-4-29 16:17:22","mscldx","2015-4-29 16:17:22"
"901129","4","2","1","1","2015-4-29","9998-12-31","1","mscldx","2015-4-29 16:17:34","mscldx","2015-4-29 16:17:34"
"301346","4","2","1","1","2015-12-24","9998-12-31","1","mscxuel2","2015-12-24 11:04:02","mscxuel2","2015-12-24 11:04:02"
"100004","4","2","1","1","2001-7-25","2017-2-4","1","mscxuel2","2015-12-24 11:11:33","mscxuel2","2015-12-24 11:11:33"
"901236","4","2","1","1","2015-4-29","9998-12-31","1","mscldx","2015-4-29 16:18:08","mscldx","2015-4-29 16:18:08"
"100023","4","2","1","1","2015-4-29","9998-12-31","1","haiqinwu","2015-4-29 18:19:09","haiqinwu","2015-4-29 18:19:09"
"100018","4","2","1","2","2015-4-29","9998-12-31","1","haiqinwu","2015-4-29 18:19:46","haiqinwu","2015-4-29 18:19:46"
"901165","6","2","1","1","2015-4-30","9998-12-31","1","mscyqp","2015-4-30 11:14:25","mscyqp","2015-4-30 11:14:25"
"901166","6","2","1","2","2015-4-30","9998-12-31","1","mscyqp","2015-4-30 11:14:40","mscyqp","2015-4-30 11:14:40"
"403228","4","2","1","1","2015-6-10","9998-12-31","1","cw002","2015-6-10 14:01:20","cw002","2015-6-10 14:01:20"
"101318","6","2","1","2","2015-8-22","9998-12-31","1","CFETS","2015-8-22 13:40:56","CFETS","2015-8-22 13:40:56"
"403338","4","2","1","1","2015-7-2","9998-12-31","1","msclys","2015-7-2 9:39:32","msclys","2015-7-2 9:39:32"
"403338","6","2","1","1","2015-7-2","9998-12-31","1","msclys","2015-7-2 9:39:32","msclys","2015-7-2 9:39:32"
"403343","4","2","1","1","2015-7-2","9998-12-31","1","mscxyg","2015-7-2 15:00:27","mscxyg","2015-7-2 15:00:27"
"403242","4","2","1","1","2015-7-2","9998-12-31","1","mscpyx","2015-7-2 15:47:47","mscpyx","2015-7-2 15:47:47"
"403342","4","2","1","1","2015-7-2","9998-12-31","1","mscpyx","2015-7-2 15:58:41","mscpyx","2015-7-2 15:58:41"
"403345","4","2","1","1","2015-7-2","9998-12-31","1","mscqym","2015-7-2 17:37:11","mscqym","2015-7-2 17:37:11"
"901410","4","2","1","1","2016-1-29","9998-12-31","1","msclz","2016-1-29 17:56:51","msclz","2016-1-29 17:56:51"
"101300","6","2","1","1","2015-8-22","9998-12-31","1","CFETS","2015-8-22 13:28:58","CFETS","2015-8-22 13:28:58"
"101318","4","2","1","2","2015-8-22","9998-12-31","1","CFETS","2015-8-22 13:40:56","CFETS","2015-8-22 13:40:56"
"403275","4","2","1","1","2015-8-25","9998-12-31","1","mscpyx","2015-8-25 10:58:40","mscpyx","2015-8-25 10:58:40"
"901309","4","2","1","1","2015-8-25","9998-12-31","1","mscwhm","2015-8-25 15:16:49","mscwhm","2015-8-25 15:16:49"
"100013","4","2","1","1","2015-9-22","9998-12-31","1","mscmwy","2015-9-22 10:55:36","mscmwy","2015-9-22 10:55:36"
"103039","4","2","1","1","2015-9-22","9998-12-31","1","mscmwy","2015-9-22 11:05:02","mscmwy","2015-9-22 11:05:02"
"101262","4","2","1","1","2015-9-22","9998-12-31","1","msclys","2015-9-22 11:26:05","msclys","2015-9-22 11:26:05"
"201526","4","2","1","1","2015-10-16","9998-12-31","1","msclsf1","2015-10-16 9:47:52","msclsf1","2015-10-16 9:47:52"
"101993","4","2","1","2","2015-9-22","9998-12-31","1","msclys","2015-9-22 11:27:12","msclys","2015-9-22 11:27:12"
"201222","4","2","1","1","2015-10-16","9998-12-31","1","msclsf1","2015-10-16 9:46:10","msclsf1","2015-10-16 9:46:10"
"201459","4","2","1","1","2015-10-16","9998-12-31","1","msclsf1","2015-10-16 9:49:13","msclsf1","2015-10-16 9:49:13"
"201002","4","2","1","1","2015-10-16","9998-12-31","1","msclsf1","2015-10-16 9:50:28","msclsf1","2015-10-16 9:50:28"
"100473","6","2","1","1","2015-10-16","9998-12-31","1","msctest1","2015-10-16 10:55:39","msctest1","2015-10-16 10:55:39"
"901353","4","2","1","1","2015-10-27","9998-12-31","1","mscqym","2015-10-27 10:09:43","mscqym","2015-10-27 10:09:43"
"901355","4","2","1","1","2015-10-27","9998-12-31","1","mscqym","2015-10-27 10:37:27","mscqym","2015-10-27 10:37:27"
"508094","4","2","1","1","2016-1-15","9998-12-31","1","msclys","2016-1-15 14:14:57","msclys","2016-1-15 14:14:57"
"901407","4","2","1","1","2016-1-29","9998-12-31","1","yao","2016-1-29 17:04:13","yao","2016-1-29 17:04:13"
"901409","4","2","1","1","2016-1-29","9998-12-31","1","msclz","2016-1-29 17:39:57","msclz","2016-1-29 17:39:57"
"103010","4","2","1","1","2016-2-4","9998-12-31","1","zjzb1","2016-2-4 10:28:06","zjzb1","2016-2-4 10:28:06"
"901366","4","2","1","1","2016-2-4","9998-12-31","1","zjzb1","2016-2-4 11:26:21","zjzb1","2016-2-4 11:26:21"
"901367","4","2","1","1","2016-2-4","9998-12-31","1","zjzb1","2016-2-4 12:23:01","zjzb1","2016-2-4 12:23:01"
"901413","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 14:25:22","zjzb1","2016-2-16 14:25:22"
"901414","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 15:03:12","zjzb1","2016-2-16 15:03:12"
"901415","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 15:06:00","zjzb1","2016-2-16 15:06:00"
"901416","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 15:13:46","zjzb1","2016-2-16 15:13:46"
"901417","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 15:16:12","zjzb1","2016-2-16 15:16:12"
"901418","4","2","1","1","2016-2-16","9998-12-31","1","zjzb1","2016-2-16 15:21:51","zjzb1","2016-2-16 15:21:51"
"201621","4","2","1","1","2016-2-16","2016-2-22","1","zhouyi","2016-2-16 15:30:29","zhouyi","2016-2-16 15:30:29"
"901419","4","2","1","1","2016-2-17","9998-12-31","1","yao","2016-2-17 10:05:30","yao","2016-2-17 10:05:30"
"901422","4","2","1","1","2016-2-17","9998-12-31","1","zjzb1","2016-2-17 14:28:55","zjzb1","2016-2-17 14:28:55"
"101238","4","2","1","2","2016-2-17","2016-3-1","1","msclz","2016-2-17 15:19:31","msclz","2016-2-17 15:19:31"
"901424","4","2","1","1","2016-2-18","9998-12-31","1","yufanglin","2016-2-18 15:27:13","yufanglin","2016-2-18 15:27:13"
"901425","4","2","1","1","2016-2-18","9998-12-31","1","yufanglin","2016-2-18 15:31:53","yufanglin","2016-2-18 15:31:53"
"201615","4","2","1","1","2016-2-25","9998-12-31","1","zhouyi","2016-2-25 9:52:05","zhouyi","2016-2-25 9:52:05"
